id,name,status,temperature,stockThreshold,openTime,closeTime,installedDate,lastCheckupDate,nextCheckupDate,lowStockItems,outStockItems,position,city,country
524,Machine 524,inactive,5,100,05:00,20:59,2023-07-22T07:06:38.449Z,2023-11-12T17:27:03.823Z,2024-02-22T10:41:24.740Z,7,4,"13.708887460526046,100.58721198877379",Bangkok,Thailand
525,Machine 525,active,5,100,05:00,20:59,2023-12-08T00:45:05.534Z,2023-12-19T12:33:37.098Z,2024-02-25T15:49:13.210Z,9,2,"11.863486192680678,91.61929290607543",Bangkok,Thailand
526,Machine 526,active,5,100,02:00,19:59,2023-11-04T04:45:01.075Z,2023-12-15T06:47:55.717Z,2024-02-28T16:19:50.275Z,1,5,"17.857253726882895,103.01923072186582",Bangkok,Thailand
527,Machine 527,active,5,100,06:00,21:59,2023-09-23T20:26:26.525Z,2024-01-25T12:39:53.219Z,2024-02-29T11:57:45.001Z,4,1,"9.504633373494705,112.29051412004719",Bangkok,Thailand
528,Machine 528,active,5,100,03:00,20:59,2023-07-02T10:08:49.250Z,2023-11-29T23:34:27.355Z,2024-02-17T13:03:26.626Z,10,5,"4.776545900747928,107.68134332341447",Bangkok,Thailand
529,Machine 529,active,5,100,06:00,18:59,2023-08-30T04:01:43.164Z,2023-10-04T14:52:15.446Z,2024-02-20T18:26:49.404Z,14,5,"15.374386933460572,101.40095727976563",Bangkok,Thailand
530,Machine 530,active,5,100,04:00,22:59,2023-10-07T06:30:48.563Z,2023-11-20T13:26:29.458Z,2024-02-15T09:52:03.111Z,19,0,"23.850403860761723,104.5274061116553",Bangkok,Thailand
531,Machine 531,active,5,100,04:00,21:59,2023-06-25T18:57:16.727Z,2024-01-01T23:59:44.208Z,2024-02-15T16:42:28.577Z,2,4,"13.008394968199536,92.32822447568105",Bangkok,Thailand
532,Machine 532,inactive,5,100,02:00,19:59,2023-08-22T11:54:48.392Z,2023-08-30T03:57:54.189Z,2024-02-16T19:55:30.473Z,0,2,"0.9697262645696583,98.2775824522563",Bangkok,Thailand
533,Machine 533,active,5,100,06:00,20:59,2023-11-25T15:36:28.070Z,2023-12-13T04:00:25.580Z,2024-02-25T04:22:37.068Z,13,0,"18.961949745531168,104.42705616822275",Bangkok,Thailand
534,Machine 534,active,5,100,06:00,23:59,2023-11-07T10:25:06.993Z,2023-12-28T23:31:44.412Z,2024-03-05T01:56:31.777Z,13,0,"12.65852443145122,96.85961498850384",Bangkok,Thailand
535,Machine 535,active,5,100,05:00,23:59,2023-12-25T13:47:16.578Z,2024-01-05T10:59:46.957Z,2024-03-03T15:26:35.039Z,17,0,"16.37479318686736,98.40389515327354",Bangkok,Thailand
536,Machine 536,active,5,100,01:00,19:59,2023-08-10T19:10:05.546Z,2023-08-29T08:36:33.218Z,2024-02-27T07:41:55.988Z,14,4,"12.004869308787935,98.01866180443562",Bangkok,Thailand
537,Machine 537,inactive,5,100,05:00,22:59,2023-10-27T05:28:13.645Z,2024-01-21T05:05:42.912Z,2024-03-05T02:16:35.096Z,17,0,"15.581303911335148,87.90242326058024",Bangkok,Thailand
538,Machine 538,active,5,100,01:00,18:59,2024-01-26T06:25:12.869Z,2024-01-30T20:34:18.646Z,2024-02-20T01:16:39.182Z,13,3,"13.444541890655897,101.24581225817099",Bangkok,Thailand
539,Machine 539,active,5,100,00:00,23:59,2023-08-09T14:21:41.681Z,2023-12-23T11:55:47.001Z,2024-02-25T23:15:56.125Z,16,2,"17.812084203871247,95.12665907518601",Bangkok,Thailand
540,Machine 540,active,5,100,02:00,19:59,2023-07-06T01:22:56.751Z,2023-08-12T21:13:06.994Z,2024-03-03T11:59:53.225Z,6,4,"12.76082260953002,100.58698071311949",Bangkok,Thailand
541,Machine 541,inactive,5,100,06:00,20:59,2024-01-17T18:17:55.602Z,2024-01-27T03:31:28.535Z,2024-02-16T12:06:23.307Z,5,2,"15.676989394319348,102.63860743852206",Bangkok,Thailand
542,Machine 542,inactive,5,100,02:00,23:59,2023-06-08T06:24:40.017Z,2023-12-07T21:17:55.521Z,2024-02-22T08:58:56.364Z,19,5,"13.178991504364113,106.19774146332247",Bangkok,Thailand
543,Machine 543,active,5,100,02:00,19:59,2024-01-28T08:26:04.269Z,2024-01-29T22:25:30.436Z,2024-02-16T08:16:20.029Z,19,5,"13.782168652527949,100.24557337262604",Bangkok,Thailand
544,Machine 544,inactive,5,100,00:00,23:59,2023-10-26T18:01:31.271Z,2023-11-07T00:49:55.384Z,2024-03-02T01:38:02.363Z,16,3,"12.009136341526311,100.052453102865",Bangkok,Thailand
545,Machine 545,inactive,5,100,06:00,22:59,2023-10-18T05:11:57.900Z,2024-01-26T16:05:08.394Z,2024-02-28T07:21:06.571Z,18,3,"11.566066816855708,102.92846203182148",Bangkok,Thailand
546,Machine 546,inactive,5,100,04:00,22:59,2023-06-05T07:54:36.025Z,2023-06-22T18:12:32.925Z,2024-02-25T02:05:22.510Z,17,0,"10.880954791740475,100.77332210257475",Bangkok,Thailand
547,Machine 547,active,5,100,00:00,21:59,2023-08-13T14:27:38.854Z,2023-12-25T03:04:09.626Z,2024-02-24T08:47:51.531Z,19,2,"10.24098455712946,101.2788189272992",Bangkok,Thailand
548,Machine 548,active,5,100,03:00,21:59,2023-10-24T14:34:24.616Z,2023-12-27T10:40:45.822Z,2024-02-20T02:25:57.377Z,18,4,"12.468056777989943,92.90679745889315",Bangkok,Thailand
549,Machine 549,inactive,5,100,04:00,23:59,2023-08-14T02:38:16.836Z,2023-12-29T16:55:23.882Z,2024-02-19T16:47:39.009Z,13,4,"17.453125571073038,101.77865356800248",Bangkok,Thailand
550,Machine 550,inactive,5,100,02:00,18:59,2023-06-18T00:08:18.910Z,2023-10-05T06:00:34.138Z,2024-02-25T08:33:54.374Z,7,0,"14.591062779382488,101.28568899574668",Bangkok,Thailand
551,Machine 551,active,5,100,06:00,22:59,2023-10-14T01:49:46.876Z,2024-01-19T01:36:58.057Z,2024-02-25T11:01:37.864Z,10,1,"13.576143148975397,97.124011982752",Bangkok,Thailand
552,Machine 552,active,5,100,06:00,19:59,2023-06-07T23:11:49.389Z,2023-10-15T01:02:54.716Z,2024-03-01T01:41:56.248Z,13,0,"13.445346475688341,98.90991729323332",Bangkok,Thailand
553,Machine 553,active,5,100,06:00,20:59,2023-10-09T05:12:53.630Z,2024-01-20T23:24:23.452Z,2024-02-13T22:15:21.993Z,10,5,"9.81072946026445,88.41207955595576",Bangkok,Thailand
554,Machine 554,active,5,100,00:00,19:59,2023-11-10T19:28:39.500Z,2024-01-10T23:00:14.320Z,2024-03-03T10:13:24.337Z,15,5,"13.398525423819354,101.04712649860016",Bangkok,Thailand
555,Machine 555,inactive,5,100,01:00,18:59,2023-08-15T16:44:47.750Z,2023-11-25T07:42:31.808Z,2024-03-03T06:42:31.340Z,20,2,"13.759714091926734,100.56543911155381",Bangkok,Thailand
556,Machine 556,active,5,100,01:00,20:59,2023-11-13T13:25:11.879Z,2023-12-19T07:07:05.168Z,2024-02-23T21:16:45.365Z,2,5,"23.62328627966346,109.39350776342894",Bangkok,Thailand
557,Machine 557,inactive,5,100,06:00,23:59,2023-06-17T04:26:29.198Z,2024-01-24T18:14:32.568Z,2024-02-13T23:39:02.238Z,17,5,"22.147323995789844,105.80045381083346",Bangkok,Thailand
558,Machine 558,active,5,100,01:00,20:59,2023-12-03T03:20:49.638Z,2024-01-24T15:52:31.678Z,2024-02-27T19:57:17.604Z,4,3,"13.830470158454478,100.74621525613497",Bangkok,Thailand
559,Machine 559,inactive,5,100,01:00,19:59,2023-10-25T10:38:40.610Z,2024-01-15T07:03:15.020Z,2024-02-13T16:38:29.763Z,4,2,"3.686573370409306,101.70974694232098",Bangkok,Thailand
560,Machine 560,active,5,100,02:00,20:59,2023-12-19T11:20:39.495Z,2023-12-24T06:35:54.494Z,2024-02-24T02:41:01.562Z,3,2,"7.2129273239525835,105.23700831360134",Bangkok,Thailand
561,Machine 561,active,5,100,03:00,20:59,2023-07-30T18:43:42.621Z,2023-08-26T08:50:54.308Z,2024-02-24T16:30:13.398Z,7,2,"21.94520912075521,107.44172009733643",Bangkok,Thailand
562,Machine 562,inactive,5,100,02:00,21:59,2023-12-23T12:50:28.901Z,2023-12-24T03:54:00.906Z,2024-02-15T07:40:44.610Z,18,3,"14.308303613501563,103.44127189010374",Bangkok,Thailand
563,Machine 563,inactive,5,100,03:00,23:59,2023-12-01T22:56:49.033Z,2023-12-24T00:31:20.399Z,2024-02-14T21:02:49.340Z,13,2,"11.654203917154327,92.88209518271765",Bangkok,Thailand
564,Machine 564,active,5,100,01:00,19:59,2023-11-17T20:06:39.614Z,2023-12-15T17:49:16.681Z,2024-02-27T15:01:52.625Z,13,1,"5.732652249501253,97.38225429446493",Bangkok,Thailand
565,Machine 565,active,5,100,03:00,18:59,2023-08-11T23:20:57.618Z,2024-01-26T00:16:58.183Z,2024-02-26T19:02:48.049Z,19,3,"14.44631828691591,99.15148454190216",Bangkok,Thailand
566,Machine 566,inactive,5,100,00:00,21:59,2023-11-04T19:21:27.021Z,2023-11-11T15:50:35.004Z,2024-02-20T18:10:30.560Z,5,4,"9.949594215352317,104.20533900898363",Bangkok,Thailand
567,Machine 567,inactive,5,100,04:00,19:59,2024-01-14T14:49:47.562Z,2024-01-23T20:53:35.509Z,2024-02-26T02:44:16.968Z,9,4,"5.068930379074601,96.26456073904967",Bangkok,Thailand
568,Machine 568,inactive,5,100,03:00,22:59,2023-08-06T23:41:03.549Z,2023-12-20T20:10:58.699Z,2024-02-29T18:30:39.691Z,13,4,"16.722605759628912,103.64313616038771",Bangkok,Thailand
569,Machine 569,inactive,5,100,01:00,21:59,2023-12-05T08:10:15.222Z,2023-12-11T09:54:20.659Z,2024-03-02T01:54:55.580Z,9,2,"14.46500314547573,93.60273794546492",Bangkok,Thailand
570,Machine 570,active,5,100,05:00,22:59,2023-12-14T15:56:46.372Z,2024-01-28T06:56:43.033Z,2024-02-14T11:10:30.303Z,4,1,"13.242549237934103,94.82233565664956",Bangkok,Thailand
571,Machine 571,active,5,100,06:00,23:59,2023-08-01T23:18:50.278Z,2023-08-21T13:32:51.799Z,2024-02-24T01:47:43.549Z,6,5,"14.418937023117406,104.53153753383515",Bangkok,Thailand
572,Machine 572,inactive,5,100,03:00,18:59,2023-12-13T00:04:34.000Z,2024-01-08T00:25:41.386Z,2024-02-27T14:40:17.665Z,14,2,"5.426050963232738,102.05822567540417",Bangkok,Thailand
573,Machine 573,inactive,5,100,06:00,21:59,2023-08-14T11:51:38.621Z,2023-11-14T00:17:35.343Z,2024-03-02T19:29:40.648Z,5,4,"6.0358890680893165,100.43889860664399",Bangkok,Thailand
574,Machine 574,inactive,5,100,01:00,22:59,2023-07-21T22:50:10.952Z,2023-11-10T05:44:21.684Z,2024-02-20T01:05:13.077Z,9,4,"4.612341165918721,103.38188487526418",Bangkok,Thailand
575,Machine 575,inactive,5,100,04:00,18:59,2023-12-03T19:22:39.438Z,2024-01-25T17:04:25.928Z,2024-03-04T19:24:43.673Z,17,1,"19.41609702286384,93.35784579791016",Bangkok,Thailand
576,Machine 576,inactive,5,100,05:00,23:59,2023-06-24T19:35:14.465Z,2024-01-14T03:45:13.508Z,2024-03-03T11:12:34.649Z,6,0,"11.936723475850659,102.85194946842978",Bangkok,Thailand
577,Machine 577,active,5,100,00:00,23:59,2023-12-30T05:12:54.938Z,2024-01-14T14:53:51.966Z,2024-02-25T22:55:31.581Z,8,3,"15.394258908495184,102.413562560022",Bangkok,Thailand
578,Machine 578,active,5,100,01:00,19:59,2023-10-25T01:31:53.901Z,2023-12-18T04:15:37.505Z,2024-02-23T12:37:39.901Z,7,2,"17.30826231036156,92.66649971760398",Bangkok,Thailand
579,Machine 579,inactive,5,100,05:00,23:59,2023-08-07T12:53:14.221Z,2024-01-10T18:34:34.128Z,2024-02-19T15:55:26.095Z,20,4,"20.348027726895243,95.43679976257874",Bangkok,Thailand
580,Machine 580,active,5,100,02:00,20:59,2023-09-20T08:28:27.285Z,2024-01-21T15:36:05.552Z,2024-02-20T08:29:58.120Z,15,1,"21.265301331670088,90.02992570207289",Bangkok,Thailand
581,Machine 581,inactive,5,100,01:00,23:59,2023-12-08T05:16:08.294Z,2024-01-14T10:15:33.249Z,2024-02-16T18:14:54.758Z,15,1,"4.082971936964157,97.03342352113816",Bangkok,Thailand
582,Machine 582,inactive,5,100,05:00,22:59,2023-10-11T20:32:51.829Z,2023-11-21T00:29:00.506Z,2024-02-15T20:18:52.967Z,13,4,"5.281410242212377,97.66370902214692",Bangkok,Thailand
583,Machine 583,inactive,5,100,02:00,22:59,2023-08-09T07:25:41.951Z,2023-11-26T17:14:27.950Z,2024-03-02T14:51:02.386Z,0,5,"4.497942266082362,97.28966017183404",Bangkok,Thailand
584,Machine 584,inactive,5,100,01:00,22:59,2023-11-27T07:22:36.613Z,2024-01-24T03:04:34.948Z,2024-02-28T03:46:09.343Z,9,2,"17.990200119391595,94.10639930018988",Bangkok,Thailand
585,Machine 585,active,5,100,06:00,18:59,2023-10-02T16:39:41.869Z,2024-01-28T09:47:05.404Z,2024-02-13T11:45:15.766Z,17,2,"20.44541633033178,91.4446198821031",Bangkok,Thailand
586,Machine 586,inactive,5,100,02:00,20:59,2023-09-30T05:08:41.718Z,2023-11-27T21:31:40.286Z,2024-02-19T10:49:34.978Z,17,2,"12.765429242690125,104.89135352977883",Bangkok,Thailand
587,Machine 587,inactive,5,100,05:00,23:59,2024-01-11T03:19:58.515Z,2024-01-11T18:05:30.508Z,2024-02-27T05:25:52.318Z,12,5,"10.435586490097892,106.4920520214149",Bangkok,Thailand
588,Machine 588,inactive,5,100,06:00,18:59,2023-06-30T02:03:32.437Z,2024-01-17T15:55:34.473Z,2024-02-26T13:50:06.646Z,13,5,"19.794997759130954,90.69221361482346",Bangkok,Thailand
589,Machine 589,active,5,100,04:00,19:59,2023-11-30T06:29:28.540Z,2024-01-23T21:26:15.832Z,2024-02-18T01:38:41.432Z,11,4,"19.28330215702381,97.98824603927676",Bangkok,Thailand
590,Machine 590,inactive,5,100,00:00,20:59,2023-12-24T04:52:52.786Z,2023-12-27T04:31:45.193Z,2024-03-04T21:07:35.367Z,1,2,"12.351860722685666,106.49919467963218",Bangkok,Thailand
591,Machine 591,inactive,5,100,03:00,21:59,2023-10-08T16:20:07.284Z,2023-11-06T17:34:43.456Z,2024-02-22T01:27:43.537Z,0,2,"2.5479492283993856,94.45300218338696",Bangkok,Thailand
592,Machine 592,inactive,5,100,06:00,19:59,2023-10-05T07:42:21.599Z,2024-01-10T09:33:20.341Z,2024-02-24T21:06:02.420Z,0,3,"18.814776170166166,98.70384051265421",Bangkok,Thailand
593,Machine 593,active,5,100,06:00,19:59,2023-11-04T11:57:17.138Z,2023-12-03T00:52:47.319Z,2024-02-21T21:06:25.787Z,14,1,"18.781890645031375,96.31010037913506",Bangkok,Thailand
594,Machine 594,inactive,5,100,04:00,21:59,2023-08-27T09:09:05.807Z,2023-09-22T15:17:38.328Z,2024-02-22T08:25:48.249Z,16,4,"26.014872774949673,100.07631600379386",Bangkok,Thailand
595,Machine 595,inactive,5,100,00:00,21:59,2023-09-29T10:00:42.718Z,2024-01-30T00:32:37.983Z,2024-02-16T06:59:24.309Z,20,0,"23.572490113485717,103.09997672158067",Bangkok,Thailand
596,Machine 596,active,5,100,06:00,20:59,2023-07-19T04:24:58.144Z,2023-08-02T05:30:12.065Z,2024-02-13T14:16:52.635Z,17,2,"24.48294563424399,100.95160678477816",Bangkok,Thailand
597,Machine 597,active,5,100,00:00,23:59,2023-08-20T13:12:53.392Z,2023-12-12T07:36:33.859Z,2024-02-17T14:26:31.994Z,13,3,"8.397585769951537,99.15638962203764",Bangkok,Thailand
598,Machine 598,active,5,100,03:00,20:59,2024-01-07T17:59:14.194Z,2024-01-10T00:21:06.194Z,2024-02-27T09:56:03.414Z,7,1,"10.942318424264863,97.21998592181922",Bangkok,Thailand
599,Machine 599,inactive,5,100,00:00,23:59,2023-07-12T20:17:52.698Z,2023-10-10T12:57:50.861Z,2024-02-18T09:41:09.989Z,19,1,"19.365499433534374,89.28583788846186",Bangkok,Thailand
600,Machine 600,active,5,100,03:00,19:59,2024-01-09T21:30:23.910Z,2024-01-20T03:23:17.505Z,2024-03-02T01:31:51.089Z,20,1,"5.259507403816075,104.43848041806393",Bangkok,Thailand
601,Machine 601,inactive,5,100,03:00,20:59,2023-12-16T19:34:36.376Z,2024-01-02T05:53:29.097Z,2024-02-24T05:25:30.095Z,10,5,"12.37463384915083,102.19009569727018",Bangkok,Thailand
602,Machine 602,active,5,100,05:00,23:59,2023-12-02T19:51:19.121Z,2024-01-25T06:02:33.100Z,2024-03-02T16:25:26.148Z,0,2,"9.852218098828915,110.57632968026167",Bangkok,Thailand
603,Machine 603,active,5,100,03:00,20:59,2023-09-14T17:41:11.294Z,2023-11-12T07:46:00.694Z,2024-02-15T20:15:11.797Z,18,0,"13.35195681900352,101.4522812089698",Bangkok,Thailand
604,Machine 604,active,5,100,00:00,20:59,2023-11-21T16:03:06.342Z,2024-01-25T21:31:04.866Z,2024-03-04T23:48:23.030Z,20,5,"17.24105515109623,105.1087404939002",Bangkok,Thailand
605,Machine 605,inactive,5,100,00:00,18:59,2023-12-19T15:56:49.975Z,2023-12-25T07:26:31.497Z,2024-02-16T07:23:32.870Z,8,5,"17.952763357878524,111.41657064692379",Bangkok,Thailand
606,Machine 606,active,5,100,00:00,18:59,2023-06-09T17:40:51.234Z,2023-09-26T15:05:22.254Z,2024-02-14T22:23:28.290Z,14,4,"13.36245732178606,97.48178389785176",Bangkok,Thailand
607,Machine 607,inactive,5,100,06:00,23:59,2023-08-30T12:45:36.643Z,2023-12-09T22:08:54.504Z,2024-03-03T19:00:22.777Z,18,2,"20.432869265316057,106.08725864546022",Bangkok,Thailand
608,Machine 608,active,5,100,02:00,22:59,2023-12-13T03:10:41.330Z,2023-12-18T12:56:03.642Z,2024-02-28T17:18:58.943Z,17,0,"13.214876214010697,100.27310270865416",Bangkok,Thailand
609,Machine 609,active,5,100,06:00,18:59,2023-06-03T18:44:16.941Z,2023-09-05T11:06:29.625Z,2024-02-24T06:13:49.241Z,16,4,"14.236191496589269,101.86770897389556",Bangkok,Thailand
610,Machine 610,active,5,100,02:00,21:59,2023-06-23T10:20:37.748Z,2024-01-01T16:44:06.505Z,2024-03-03T14:22:05.245Z,3,5,"26.083129133351548,98.74416423675643",Bangkok,Thailand
611,Machine 611,inactive,5,100,00:00,18:59,2023-10-28T02:16:26.003Z,2023-11-30T15:41:05.311Z,2024-02-28T04:49:41.473Z,17,3,"19.356011151772773,99.26672285924565",Bangkok,Thailand
612,Machine 612,inactive,5,100,03:00,19:59,2023-07-18T20:01:41.387Z,2023-10-03T09:44:53.449Z,2024-02-25T07:36:54.816Z,18,5,"13.454858774424832,100.7071776111186",Bangkok,Thailand
613,Machine 613,active,5,100,05:00,21:59,2023-12-04T16:11:28.143Z,2024-01-24T08:42:00.551Z,2024-03-02T20:34:17.537Z,5,3,"12.243734229918608,103.63537238361869",Bangkok,Thailand
614,Machine 614,inactive,5,100,01:00,23:59,2023-10-16T08:46:55.638Z,2024-01-11T21:40:17.399Z,2024-02-26T09:42:18.418Z,15,5,"6.6574727521580925,101.88189808606171",Bangkok,Thailand
615,Machine 615,inactive,5,100,05:00,22:59,2023-11-23T07:22:43.052Z,2023-12-22T08:34:28.979Z,2024-03-04T13:05:10.357Z,5,0,"8.354401214891372,103.64378267588916",Bangkok,Thailand
616,Machine 616,active,5,100,04:00,21:59,2023-10-12T01:43:30.800Z,2023-12-14T09:56:43.586Z,2024-02-20T07:31:23.313Z,6,2,"4.942987686216622,108.13145680617993",Bangkok,Thailand
617,Machine 617,active,5,100,03:00,21:59,2023-06-26T16:22:35.496Z,2023-09-21T08:22:13.006Z,2024-02-27T07:05:53.257Z,7,0,"11.94204667380793,103.64069504569625",Bangkok,Thailand
618,Machine 618,active,5,100,01:00,21:59,2023-06-17T03:54:58.613Z,2023-09-17T01:57:54.365Z,2024-02-26T18:29:28.221Z,14,3,"10.816334737192069,96.35320163901702",Bangkok,Thailand
619,Machine 619,active,5,100,06:00,22:59,2023-08-13T23:07:55.011Z,2023-09-01T21:59:42.825Z,2024-03-01T04:42:45.377Z,13,1,"8.426377241335654,104.71591825714938",Bangkok,Thailand
620,Machine 620,inactive,5,100,04:00,23:59,2023-10-17T17:15:28.818Z,2023-11-22T20:10:10.191Z,2024-02-28T22:19:40.194Z,17,3,"10.109605208192503,103.0582717178196",Bangkok,Thailand
621,Machine 621,active,5,100,02:00,18:59,2023-09-02T14:16:19.610Z,2023-09-24T01:12:29.059Z,2024-02-13T11:16:12.523Z,0,3,"18.204667139055708,88.26281014489939",Bangkok,Thailand
622,Machine 622,inactive,5,100,06:00,19:59,2023-07-29T20:09:12.935Z,2023-11-09T00:28:19.515Z,2024-02-21T08:03:53.851Z,20,3,"13.157475701683866,87.5645885616101",Bangkok,Thailand
623,Machine 623,inactive,5,100,00:00,23:59,2023-07-12T18:55:26.181Z,2024-01-04T00:14:22.439Z,2024-02-17T19:48:16.680Z,5,3,"15.16122229794134,101.63479955476623",Bangkok,Thailand
624,Machine 624,active,5,100,05:00,23:59,2023-12-25T17:39:43.711Z,2024-01-17T13:14:56.401Z,2024-02-17T07:46:48.528Z,12,4,"12.32113299833432,105.14726601740244",Bangkok,Thailand
625,Machine 625,active,5,100,02:00,23:59,2023-09-20T14:21:42.219Z,2024-01-01T20:37:21.352Z,2024-02-27T20:55:11.328Z,16,2,"4.55323000237734,91.90308569099147",Bangkok,Thailand
626,Machine 626,inactive,5,100,01:00,18:59,2023-12-02T17:47:38.837Z,2024-01-24T10:18:56.014Z,2024-02-29T16:22:46.898Z,13,1,"9.211558959292148,104.65880782716988",Bangkok,Thailand
627,Machine 627,active,5,100,01:00,22:59,2023-10-14T20:00:18.859Z,2023-11-23T23:45:11.915Z,2024-02-14T02:51:04.126Z,14,2,"15.616041571635236,96.70601720895559",Bangkok,Thailand
628,Machine 628,active,5,100,05:00,22:59,2023-08-26T09:35:52.021Z,2023-11-22T13:22:37.702Z,2024-02-18T09:59:01.223Z,15,0,"13.224164190245334,105.02533561329574",Bangkok,Thailand
629,Machine 629,inactive,5,100,04:00,20:59,2024-01-23T12:41:33.074Z,2024-01-27T01:58:58.694Z,2024-03-05T00:10:13.652Z,0,2,"11.792438372424021,102.20679513314349",Bangkok,Thailand
630,Machine 630,inactive,5,100,00:00,20:59,2023-10-19T04:45:09.909Z,2024-01-08T11:40:48.592Z,2024-03-02T22:17:29.392Z,0,3,"13.824958881603784,100.54026133979232",Bangkok,Thailand
631,Machine 631,active,5,100,05:00,21:59,2023-11-22T03:32:16.078Z,2023-11-29T18:17:12.001Z,2024-02-26T08:15:46.226Z,9,1,"10.603971887839661,97.6784431576184",Bangkok,Thailand
632,Machine 632,active,5,100,02:00,20:59,2023-11-13T12:08:43.761Z,2024-01-06T15:45:10.879Z,2024-02-15T03:10:37.346Z,0,1,"14.006350582982071,97.58417963624186",Bangkok,Thailand
633,Machine 633,inactive,5,100,00:00,20:59,2023-06-01T10:46:24.411Z,2023-09-28T10:12:15.020Z,2024-02-21T04:39:58.331Z,12,3,"8.12075538045595,107.94778356507891",Bangkok,Thailand
634,Machine 634,active,5,100,06:00,21:59,2023-09-22T15:12:23.171Z,2023-11-13T01:22:16.705Z,2024-02-28T23:34:26.246Z,9,3,"9.710258204144932,107.42662233911972",Bangkok,Thailand
635,Machine 635,active,5,100,02:00,23:59,2024-01-04T05:32:51.862Z,2024-01-14T22:24:06.991Z,2024-02-22T07:49:28.799Z,11,0,"15.497373413494802,95.44351959106757",Bangkok,Thailand
636,Machine 636,active,5,100,00:00,21:59,2023-10-24T21:53:39.742Z,2023-12-09T03:18:39.444Z,2024-02-26T10:46:24.340Z,9,4,"17.147245971467164,110.59243467862302",Bangkok,Thailand
637,Machine 637,inactive,5,100,04:00,20:59,2024-01-13T19:12:40.317Z,2024-01-23T17:26:55.738Z,2024-02-16T17:11:08.780Z,19,5,"14.20836501559438,99.57909530643622",Bangkok,Thailand
638,Machine 638,inactive,5,100,03:00,18:59,2023-11-19T16:57:10.219Z,2023-12-31T11:10:29.843Z,2024-02-13T10:14:41.729Z,17,5,"13.00447081530529,101.86749643126166",Bangkok,Thailand
639,Machine 639,active,5,100,05:00,22:59,2023-11-02T06:11:58.602Z,2023-12-14T03:20:14.600Z,2024-02-23T08:04:24.954Z,16,5,"20.188810128469946,96.93119700166176",Bangkok,Thailand
640,Machine 640,inactive,5,100,03:00,22:59,2023-06-15T20:23:00.946Z,2023-07-30T15:03:14.700Z,2024-02-20T03:28:01.716Z,5,3,"26.811011108313885,101.75736880290356",Bangkok,Thailand
641,Machine 641,active,5,100,05:00,22:59,2023-11-11T18:40:29.483Z,2023-12-08T12:50:26.607Z,2024-02-17T02:16:10.079Z,7,5,"3.0460340331032185,100.8116741836435",Bangkok,Thailand
642,Machine 642,inactive,5,100,06:00,19:59,2023-08-05T20:49:50.915Z,2023-11-15T12:19:49.687Z,2024-02-29T08:39:45.245Z,4,0,"10.007625324944662,100.40061220914902",Bangkok,Thailand
643,Machine 643,active,5,100,03:00,18:59,2023-08-15T13:51:55.214Z,2023-11-05T08:10:07.892Z,2024-03-01T15:44:53.338Z,10,1,"22.183185601288052,96.96959042262404",Bangkok,Thailand
644,Machine 644,inactive,5,100,00:00,22:59,2023-07-20T05:22:43.466Z,2024-01-27T16:10:31.141Z,2024-02-28T10:35:12.084Z,11,4,"18.729494103449888,104.85581968099495",Bangkok,Thailand
645,Machine 645,active,5,100,06:00,21:59,2023-10-16T05:51:28.000Z,2024-01-19T16:50:48.941Z,2024-02-28T04:20:12.670Z,10,0,"14.08878182555254,104.30696668470978",Bangkok,Thailand
646,Machine 646,active,5,100,04:00,20:59,2023-07-24T00:55:01.751Z,2024-01-10T17:47:06.054Z,2024-02-21T17:17:06.919Z,5,1,"13.747668742355062,97.44698073759616",Bangkok,Thailand
647,Machine 647,inactive,5,100,02:00,20:59,2023-12-22T20:23:41.737Z,2024-01-18T05:15:49.039Z,2024-02-25T10:13:29.857Z,5,3,"5.055876345270676,110.46743571531124",Bangkok,Thailand
648,Machine 648,active,5,100,03:00,22:59,2023-07-04T19:15:57.610Z,2024-01-02T04:56:24.762Z,2024-03-02T14:01:02.309Z,16,5,"13.16869022171131,103.98927436115491",Bangkok,Thailand
649,Machine 649,active,5,100,06:00,20:59,2024-01-25T01:05:04.234Z,2024-01-25T04:12:24.697Z,2024-03-01T21:20:22.344Z,18,2,"5.144676200313583,99.729131648406",Bangkok,Thailand
650,Machine 650,active,5,100,02:00,23:59,2023-11-28T07:52:38.620Z,2023-12-22T19:09:22.483Z,2024-02-26T00:10:58.682Z,13,3,"18.286103821481532,110.03734265584342",Bangkok,Thailand
651,Machine 651,inactive,5,100,01:00,23:59,2023-12-05T10:09:18.522Z,2024-01-30T01:13:41.298Z,2024-02-27T04:24:27.067Z,17,1,"13.670851934394866,88.25758597745994",Bangkok,Thailand
652,Machine 652,active,5,100,06:00,18:59,2023-12-16T04:40:22.839Z,2023-12-29T22:47:14.114Z,2024-02-16T14:52:56.658Z,14,4,"11.293729047628506,108.34274331660356",Bangkok,Thailand
653,Machine 653,inactive,5,100,05:00,19:59,2023-06-13T12:34:51.427Z,2023-08-15T02:25:02.222Z,2024-02-19T19:38:58.417Z,1,4,"3.2783164621970062,107.35353203497584",Bangkok,Thailand
654,Machine 654,inactive,5,100,00:00,23:59,2023-12-10T22:51:25.234Z,2024-01-21T01:47:00.010Z,2024-02-29T20:24:25.089Z,2,1,"25.904507311453372,98.59058942679428",Bangkok,Thailand
